particip,surveyyear,age,ethnicit,gender,grade,major,faoccup,maoccup,targend,adjectiv,categories1,categories2,rank,ranking,sit1,sit2,setting,mcodes,tcodes,ocodes,fcode
9,1996,2,1,1,3,1,19,22,women,conventional,7,7,1, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,courteous,14,14,2,3,as roommate,*,2, , , , 
9,1996,2,1,1,3,1,19,22,women,dependent,5,5,1, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,effeminate,4,4,1, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,efficient,11,11,2,5,school,workplace,1, , , , 
9,1996,2,1,1,3,1,19,22,women,faithful,7,7,2, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,honest,10,10,2, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,industrious,6,6,1, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,inhibited,5,5,1, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,intelligent,1,1,4,1,school,workplace,1, , , , 
9,1996,2,1,1,3,1,19,22,women,loyal to family ties,7,7,3, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,neat,16,16,2, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,nurturant,14,14,1,4,home,*,4, , , , 
9,1996,2,1,1,3,1,19,22,women,quiet,5,5,2, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,religious,16,16,2, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,reserved,5,5,2, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,sensitive,14,14,1, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,shy,5,5,2,2,party,date,2, , , , 
9,1996,2,1,1,3,1,19,22,women,sophisticated,8,8,2, , , , , , , , 
9,1996,2,1,1,3,1,19,22,women,traditional,7,7,2, , , , , , , , 
10,1996,2,3,1,3,1,3,0,men,ambitious,6,6,5, , , , , , , , 
10,1996,2,3,1,3,1,3,0,men,courteous,14,14,3, , , , , , , , 
10,1996,2,3,1,3,1,3,0,men,efficient,11,11,7, , , , , , , , 
10,1996,2,3,1,3,1,3,0,men,exotic,3,3,2, , , , , , , , 
10,1996,2,3,1,3,1,3,0,men,industrious,6,6,5,1,job,home,3, , , , 
10,1996,2,3,1,3,1,3,0,men,intelligent,1,1,5,2,school,job,1, , , , 
10,1996,2,3,1,3,1,3,0,men,loyal to family ties,7,7,6,5,home,school,4, , , , 
10,1996,2,3,1,3,1,3,0,men,materialistic,16,16,1, , , , , , , , 
10,1996,2,3,1,3,1,3,0,men,methodical,11,11,5,3,job,school,3, , , , 
10,1996,2,3,1,3,1,3,0,men,nationalistic,16,16,3,3,job,school,3, , , , 
10,1996,2,3,1,3,1,3,0,men,neat,16,16,5, , , , , , , , 
10,1996,2,3,1,3,1,3,0,men,scientifically-minded,1,1,10, , , , , , , , 
10,1996,2,3,1,3,1,3,0,men,traditional,7,7,14, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,attractive,3,3,2,3,date,school,2, , , , 
10,1996,2,3,1,3,1,3,0,women,courteous,14,14,2, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,dependent,5,5,3, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,efficient,11,11,6, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,exotic,3,3,2, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,industrious,6,6,3, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,inhibited,5,5,3, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,intelligent,1,1,3,1,school,job,1, , , , 
10,1996,2,3,1,3,1,3,0,women,loyal to family ties,7,7,5, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,methodical,11,11,1, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,nationalistic,16,16,1,2,job,home,3, , , , 
10,1996,2,3,1,3,1,3,0,women,neat,16,16,2, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,practical,11,11,1,5,home,school,4, , , , 
10,1996,2,3,1,3,1,3,0,women,progressive,8,8,1, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,reserved,5,5,5,4,home,job,4, , , , 
10,1996,2,3,1,3,1,3,0,women,scientifically-minded,1,1,2, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,sophisticated,8,8,3, , , , , , , , 
10,1996,2,3,1,3,1,3,0,women,traditional,7,7,5, , , , , , , , 
11,1996,3,3,2,3,1,9,3,men,efficent,11,11,1,4,classroom,workplace,1, , , , 
11,1996,3,3,2,3,1,9,3,men,intelligent,1,1,6,2,classroom,on the job,1, , , , 
11,1996,3,3,2,3,1,9,3,men,neat,16,16,6, , , , , , , , 
11,1996,3,3,2,3,1,9,3,men,quiet,5,5,5, , , , , , , , 
11,1996,3,3,2,3,1,9,3,men,reserved,5,5,4,1,in public,public speaking,2, , , , 
11,1996,3,3,2,3,1,9,3,men,scientifically-minded,1,1,11,5,classroom,math class,1, , , , 
11,1996,3,3,2,3,1,9,3,men,shy,5,5,4,3,classroom,public speaking,1, , , , 
11,1996,3,3,2,3,1,9,3,men,unaggressive,5,5,3, , , , , , , , 
11,1996,3,3,2,3,1,9,3,women,faithful,7,7,2, , , , , , , , 
11,1996,3,3,2,3,1,9,3,women,intelligent,1,1,4, , , , , , , , 
11,1996,3,3,2,3,1,9,3,women,loyal to family ties,7,7,6,4,language skills,work ethic, , , , , 
11,1996,3,3,2,3,1,9,3,women,neat,16,16,3, , , , , , , , 
11,1996,3,3,2,3,1,9,3,women,quiet,5,5,5,2,classroom,when others are around,1, , , , 
11,1996,3,3,2,3,1,9,3,women,reserved,5,5,6,3,classroom,others around,1, , , , 
11,1996,3,3,2,3,1,9,3,women,shy,5,5,5,1,classroom,when others are around,1, , , , 
11,1996,3,3,2,3,1,9,3,women,traditional,7,7,6,5,clothing,work ethic, , , , , 
12,1996,3,3,2,2,3,23,0,men,efficient,11,11,8,4,work,home,3, , , , 
12,1996,3,3,2,2,3,23,0,men,industrious,6,6,6,3,work,school,3, , , , 
12,1996,3,3,2,2,3,23,0,men,intelligent,1,1,7,1,classroom discussions,conversation,1, , , , 
12,1996,3,3,2,2,3,23,0,men,loyal to family ties,7,7,7, , , , , , , , 
12,1996,3,3,2,2,3,23,0,men,materialistic,16,16,2, , , , , , , , 
12,1996,3,3,2,2,3,23,0,men,neat,16,16,7, , , , , , , , 
12,1996,3,3,2,2,3,23,0,men,persistent,11,11,4, , , , , , , , 
12,1996,3,3,2,2,3,23,0,men,progressive,8,8,4, , , , , , , , 
12,1996,3,3,2,2,3,23,0,men,progressive,8,8,5,2,school,parties,1, , , , 
12,1996,3,3,2,2,3,23,0,men,quiet,5,5,6, , , , , , , , 
12,1996,3,3,2,2,3,23,0,men,scientifically-minded,1,1,12,5,school,work,1, , , , 
12,1996,3,3,2,2,3,23,0,women,attractive,3,3,3, , , , , , , , 
12,1996,3,3,2,2,3,23,0,women,intelligent,1,1,5,1,school, ,1, , , , 
12,1996,3,3,2,2,3,23,0,women,loyal to family ties,7,7,7, , , , , , , , 
12,1996,3,3,2,2,3,23,0,women,materialistic,16,16,2,3,dressiong for school,shopping, , , , , 
12,1996,3,3,2,2,3,23,0,women,quiet,5,5,6, , , , , , , , 
12,1996,3,3,2,2,3,23,0,women,rude,13,13,1, ,work, ,3, , , , 
12,1996,3,3,2,2,3,23,0,women,scientifically-minded,1,1,3,2,school,work,1, , , , 
12,1996,3,3,2,2,3,23,0,women,sensitive,14,14,3, , , , , , , , 
12,1996,3,3,2,2,3,23,0,women,shy,5,5,6,4,classroom,conversation,1, , , , 
12,1996,3,3,2,2,3,23,0,women,sophisticated,8,8,4, , , , , , , , 
12,1996,3,3,2,2,3,23,0,women,traditional,7,7,7, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,ambitious,6,6,6, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,conservative,7,7,5, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,courteous,14,14,4, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,efficient,11,11,9, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,honest,10,10,4,5,social situations,classroom,2, , , , 
13,1996,2,3,1,3,1,99,99,men,intelligent,1,1,8,1,classroom, ,1, , , , 
13,1996,2,3,1,3,1,99,99,men,loyal to family ties,7,7,8,4,social situations, ,2, , , , 
13,1996,2,3,1,3,1,99,99,men,meditative,16,16,2, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,passionate,3,3,2, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,persistent,11,11,5,3,goals in life, , , , , , 
13,1996,2,3,1,3,1,99,99,men,quiet,5,5,7,2,classroom, ,1, , , , 
13,1996,2,3,1,3,1,99,99,men,reserved,5,5,5, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,scientifically-minded,1,1,13, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,sensitive,14,14,3, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,sophisticated,8,8,1, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,traditional,7,7,15, , , , , , , , 
13,1996,2,3,1,3,1,99,99,men,unaggressive,5,5,4, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,ambitious,6,6,1, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,conservative,7,7,4, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,courteous,14,14,3, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,efficient,11,11,7, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,honest,10,10,2, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,intelligent,1,1,6,1,classroom, ,1, , , , 
13,1996,2,3,1,3,1,99,99,women,loyal to family ties,7,7,8,4,social situations, ,2, , , , 
13,1996,2,3,1,3,1,99,99,women,meditative,16,16,2, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,neat,16,16,4,5,handwriting, , , , , , 
13,1996,2,3,1,3,1,99,99,women,persistent,11,11,1, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,quiet,5,5,7, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,reserved,5,5,7,2,social situations, ,2, , , , 
13,1996,2,3,1,3,1,99,99,women,scientifically-minded,1,1,4, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,sensitive,14,14,4, , , , , , , , 
13,1996,2,3,1,3,1,99,99,women,shy,5,5,7,3,classroom, ,1, , , , 
13,1996,2,3,1,3,1,99,99,women,traditional,7,7,8, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,ambitious,6,6,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,conceited,13,13,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,conservative,7,7,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,courteous,14,14,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,efficient,11,11,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,evasive,9,9,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,faithful,7,7,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,honest,10,10,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,humorless,11,11,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,individualistic,8,8,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,industrious,6,6,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,intelligent,1,1,1,3,class,work,1, , , , 
14,1996,2,4,2,4,1,28,0,men,loyal to family ties,7,7,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,meditative,16,16,1,5,study,religion,1, , , , 
14,1996,2,4,2,4,1,28,0,men,methodical,11,11,1,4,work,study,3, , , , 
14,1996,2,4,2,4,1,28,0,men,nationalistic,16,16,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,neat,16,16,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,persistent,11,11,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,practical,11,11,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,progressive,8,8,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,quiet,5,5,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,religious,16,16,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,reserved,5,5,1,1,questioning,discussion, , , , , 
14,1996,2,4,2,4,1,28,0,men,scientifically-minded,1,1,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,secretive,9,9,1,2,questioning,discussion, , , , , 
14,1996,2,4,2,4,1,28,0,men,sophisticated,8,8,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,straightforward,10,10,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,superstitious,16,16,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,traditional,7,7,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,men,unaggressive,5,5,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,conceited,13,13,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,conservative,7,7,1,1,dress,relationships, , , , , 
14,1996,2,4,2,4,1,28,0,women,courteous,14,14,1,5,dates,discussions,2, , , , 
14,1996,2,4,2,4,1,28,0,women,dependent,5,5,1,4,relationships,economically,2, , , , 
14,1996,2,4,2,4,1,28,0,women,evasive,9,9,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,faithful,7,7,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,individualistic,8,8,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,meditative,16,16,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,quick-tempered,15,15,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,quiet,5,5,1,2,relationships,classroom,2, , , , 
14,1996,2,4,2,4,1,28,0,women,religious,16,16,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,secretive,9,9,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,suggestible,5,5,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,superstitious,16,16,1, , , , , , , , 
14,1996,2,4,2,4,1,28,0,women,traditional,7,7,1,3,relationships,classroom,2, , , , 
14,1996,2,4,2,4,1,28,0,women,unaggressive,5,5,1, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,ambitious,6,6,7,5,job,school,3, , , , 
15,1996,1,3,2,4,1,79,79,men,conservative,7,7,6, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,efficient,11,11,10,4,job,school,3, , , , 
15,1996,1,3,2,4,1,79,79,men,humorless,11,11,4, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,individualistic,8,8,2, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,industrious,6,6,7,2,job,homework,3, , , , 
15,1996,1,3,2,4,1,79,79,men,intelligent,1,1,9,1,job,discussion,3, , , , 
15,1996,1,3,2,4,1,79,79,men,loyal to family ties,7,7,9, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,methodical,11,11,6, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,nationalistic,16,16,4, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,neat,16,16,8, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,persistent,11,11,6, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,practical,11,11,3, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,progressive,8,8,6, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,quiet,5,5,8, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,reserved,5,5,6, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,scientifically-minded,1,1,14,3,job,discussion,3, , , , 
15,1996,1,3,2,4,1,79,79,men,shrewd,9,9,3, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,sophisticated,8,8,2, , , , , , , , 
15,1996,1,3,2,4,1,79,79,men,unaggressive,5,5,5, , , , , , , , 
15,1996,1,3,2,4,1,79,79,women,ambitious,6,6,2,3,job,date,3, , , , 
15,1996,1,3,2,4,1,79,79,women,arrogant,13,13,1,1,school,date,1, , , , 
15,1996,1,3,2,4,1,79,79,women,conceited,13,13,1, , , , , , , , 
15,1996,1,3,2,4,1,79,79,women,efficient,11,11,8, , , , , , , , 
15,1996,1,3,2,4,1,79,79,women,exotic,3,3,3, , , , , , , , 
15,1996,1,3,2,4,1,79,79,women,industrious,6,6,4, , , , , , , , 
15,1996,1,3,2,4,1,79,79,women,intelligent,1,1,7,5,school,discussion,1, , , , 
15,1996,1,3,2,4,1,79,79,women,practical,11,11,2, , , , , , , , 
15,1996,1,3,2,4,1,79,79,women,promiscuous,3,3,2,2,date,job,2, , , , 
15,1996,1,3,2,4,1,79,79,women,quiet,5,5,8,4,school,job,1, , , , 
16,1996,1,3,1,4,1,8,89,men,athletic,16,16,10, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,efficient,11,11,52,3,classroom,dorm,1, , , , 
16,1996,1,3,1,4,1,8,89,men,impulsive,12,12,5, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,individualistic,8,8,18, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,industrious,6,6,57,2,classroom,dorm,1, , , , 
16,1996,1,3,1,4,1,8,89,men,intelligent,1,1,85,1,classroom,*,1, , , , 
16,1996,1,3,1,4,1,8,89,men,loyal to family ties,7,7,81, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,meditative,16,16,23, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,neat,16,16,63,5,classroom,dorm,1, , , , 
16,1996,1,3,1,4,1,8,89,men,persistent,11,11,40, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,practical,11,11,36, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,progressive,8,8,34, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,quiet,5,5,74, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,radical,8,8,1, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,religious,16,16,26, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,reserved,5,5,59, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,scientifically-minded,1,1,90,4,classroom, ,1, , , , 
16,1996,1,3,1,4,1,8,89,men,secretive,9,9,39, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,shrewd,9,9,27, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,sophisticated,8,8,26, , , , , , , , 
16,1996,1,3,1,4,1,8,89,men,unaggressive,5,5,33, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,athletic,16,16,6, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,attractive,3,3,32, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,conservative,7,7,33, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,courteous,14,14,38, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,efficient,11,11,28, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,individualistic,8,8,11, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,industrious,6,6,19,2,classroom,dorm,1, , , , 
16,1996,1,3,1,4,1,8,89,women,intelligent,1,1,73,1,classroom,social setting,1, , , , 
16,1996,1,3,1,4,1,8,89,women,loyal to family ties,7,7,64, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,neat,16,16,54,5,dorm,*,1, , , , 
16,1996,1,3,1,4,1,8,89,women,persistent,11,11,13,3,goals,*, , , , , 
16,1996,1,3,1,4,1,8,89,women,practical,11,11,28, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,progressive,8,8,9, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,quiet,5,5,74, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,radical,8,8,5, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,religious,16,16,16, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,reserved,5,5,58, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,scientifically-minded,1,1,47,4,classroom,*,1, , , , 
16,1996,1,3,1,4,1,8,89,women,straighforward,10,10,1, , , , , , , , 
16,1996,1,3,1,4,1,8,89,women,unaggressive,5,5,40, , , , , , , , 
17,1996,1,6,1,4,3,99,99,men,efficient,11,11,3, , , , , , , , 
17,1996,1,6,1,4,3,99,99,men,generous,14,14,1, , , , , , , , 
17,1996,1,6,1,4,3,99,99,men,industrious,6,6,3,3,school,work,1, , , , 
17,1996,1,6,1,4,3,99,99,men,intelligent,1,1,3,1,academics, ,1, , , , 
17,1996,1,6,1,4,3,99,99,men,loyal to family ties,7,7,4, , , , , , , , 
17,1996,1,6,1,4,3,99,99,men,materialistic,16,16,3,5,clothes, , , , , , 
17,1996,1,6,1,4,3,99,99,men,quiet,5,5,4,2,classroom discussion, ,1, , , , 
17,1996,1,6,1,4,3,99,99,men,religious,16,16,1, , , , , , , , 
17,1996,1,6,1,4,3,99,99,men,scientifically-minded,1,1,4,4,studies, ,1, , , , 
17,1996,1,6,1,4,3,99,99,men,traditional,7,7,2, , , , , , , , 
17,1996,1,6,1,4,3,99,99,men,unaggressive,5,5,2, , , , , , , , 
17,1996,1,6,1,4,3,99,99,women,conceited,13,13,1, , , , , , , , 
17,1996,1,6,1,4,3,99,99,women,exotic,3,3,2, , , , , , , , 
17,1996,1,6,1,4,3,99,99,women,humorless,11,11,1, , , , , , , , 
17,1996,1,6,1,4,3,99,99,women,industrious,6,6,2, , , , , , , , 
17,1996,1,6,1,4,3,99,99,women,intelligent,1,1,3,1,school, ,1, , , , 
17,1996,1,6,1,4,3,99,99,women,loyal to family ties,7,7,4, , , , , , , , 
17,1996,1,6,1,4,3,99,99,women,materialistic,16,16,1,4,clothes, , , , , , 
17,1996,1,6,1,4,3,99,99,women,quiet,5,5,3,2,social settings, ,2, , , , 
17,1996,1,6,1,4,3,99,99,women,reserved,5,5,3, , , , , , , , 
17,1996,1,6,1,4,3,99,99,women,scientifically-minded,1,1,2, , , , , , , , 
17,1996,1,6,1,4,3,99,99,women,sensitive,14,14,3,5,arguments, , , , , , 
17,1996,1,6,1,4,3,99,99,women,shy,5,5,4,3,social settings, ,2, , , , 
17,1996,1,6,1,4,3,99,99,women,traditional,7,7,3, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,ambitious,6,6,8, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,courteous,14,14,5, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,efficient,11,11,11,4,workplace,*,3, , , , 
19,1996,3,3,1,2,5,28,0,men,exotic,3,3,3, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,industrious,6,6,8,5,workplace,life in general(education),3, , , , 
19,1996,3,3,1,2,5,28,0,men,intelligent,1,1,10,1,academic,workplace,1, , , , 
19,1996,3,3,1,2,5,28,0,men,loyal to family ties,7,7,10,2,homelife,*,4, , , , 
19,1996,3,3,1,2,5,28,0,men,meditative,16,16,3, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,neat,16,16,9, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,practical,11,11,4, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,quiet,5,5,9, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,scientifically-minded,1,1,15,3,academic,workplace,1, , , , 
19,1996,3,3,1,2,5,28,0,men,secretive,9,9,3, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,straightforward,10,10,1, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,traditional,7,7,16, , , , , , , , 
19,1996,3,3,1,2,5,28,0,men,unaggressive,5,5,6, , , , , , , , 
19,1996,3,3,1,2,5,28,0,women,dependent,5,5,4, , , , , , , , 
19,1996,3,3,1,2,5,28,0,women,efficient,11,11,9, , , , , , , , 
19,1996,3,3,1,2,5,28,0,women,exotic,3,3,4, , , , , , , , 
19,1996,3,3,1,2,5,28,0,women,industrious,6,6,5, , , , , , , , 
19,1996,3,3,1,2,5,28,0,women,intelligent,1,1,8,1,school,workplace,1, , , , 
19,1996,3,3,1,2,5,28,0,women,loyal to family ties,7,7,9,4,home,*,4, , , , 
19,1996,3,3,1,2,5,28,0,women,neat,16,16,5, , , , , , , , 
19,1996,3,3,1,2,5,28,0,women,practical,11,11,3, , , , , , , , 
19,1996,3,3,1,2,5,28,0,women,quiet,5,5,9,3,classroom,school activity,1, , , , 
19,1996,3,3,1,2,5,28,0,women,reserved,5,5,8, , , , , , , , 
19,1996,3,3,1,2,5,28,0,women,scientifically-minded,1,1,5,5,school,workplace,1, , , , 
19,1996,3,3,1,2,5,28,0,women,shy,5,5,8,2,dates,parties,2, , , , 
19,1996,3,3,1,2,5,28,0,women,traditional,7,7,9, , , , , , , , 
19,1996,3,3,1,2,5,28,0,women,unaggressive,5,5,5, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,ambitious,6,6,9, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,athletic,16,16,1, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,conservative,7,7,7, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,cowardly,5,5,2, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,humorless,11,11,5,3,*,*, , , , , 
21,1996,2,3,1,3,1,34,3,men,inhibited,5,5,2, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,intelligent,1,1,11,1,class,job,1, , , , 
21,1996,2,3,1,3,1,34,3,men,materialistic,16,16,3,4,clothing, , , , , , 
21,1996,2,3,1,3,1,34,3,men,neat,16,16,10, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,quiet,5,5,10, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,rude,13,13,1, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,scientifically-minded,1,1,16,2,class,job,1, , , , 
21,1996,2,3,1,3,1,34,3,men,secretive,9,9,4, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,shy,5,5,5, , , , , , , , 
21,1996,2,3,1,3,1,34,3,men,unaggressive,5,5,7,5,*,*, , , , , 
21,1996,2,3,1,3,1,34,3,women,ambitious,6,6,3, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,artistic,16,16,3, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,attractive,3,3,4, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,conservative,7,7,5, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,courteous,14,14,4, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,inhibited,5,5,4, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,intelligent,1,1,9,1,classroom,workplace,1, , , , 
21,1996,2,3,1,3,1,34,3,women,loyal to family ties,7,7,10,4,*,*, , , , , 
21,1996,2,3,1,3,1,34,3,women,materialistic,16,16,3,3,clothing,money, , , , , 
21,1996,2,3,1,3,1,34,3,women,neat,16,16,6, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,practical,11,11,4, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,quiet,5,5,10,2,general locations,*,7, , , , 
21,1996,2,3,1,3,1,34,3,women,scientifically-minded,1,1,6, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,sensitive,14,14,5, , , , , , , , 
21,1996,2,3,1,3,1,34,3,women,sophisticated,8,8,5,5,clothing,*, , , , , 
21,1996,2,3,1,3,1,34,3,women,witty,1,1,1, , , , , , , , 
22,1996,1,3,1,4,1,22,0,men,ambitious,6,6,10, , , , , , , , 
22,1996,1,3,1,4,1,22,0,men,conservative,7,7,8, , , , , , , , 
22,1996,1,3,1,4,1,22,0,men,efficient,11,11,12,3,classroom, ,1, , , , 
